path,artifact_class,provenance_basis,third_party_content,redistribution_basis,disposition
skills/pm-prioritizer/agents/openai.yaml,project-authored-configuration,Project-authored configuration committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pm-prioritizer/assets/output-template.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pm-prioritizer/examples/EX-synthetic.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pm-prioritizer/references/BP-pm-prioritizer-output-template-impl-v1.0.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,"nominative product, service, or package references",Repository copyright holder's original contribution under Apache-2.0.,include
skills/pm-prioritizer/references/REF-pm-prioritizer-changelog.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pm-prioritizer/references/REF-pm-prioritizer-priority-framework-v1.0.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,"nominative product, service, or package references",Repository copyright holder's original contribution under Apache-2.0.,include
skills/pm-prioritizer/references/RUN-pm-prioritizer-workflow-prd-v1.0.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,"nominative product, service, or package references",Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-accepted-plan-importer/SKILL.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-accepted-plan-importer/agents/openai.yaml,project-authored-configuration,Project-authored configuration committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-accepted-plan-importer/assets/output-template.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-accepted-plan-importer/examples/EX-synthetic.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-accepted-plan-importer/references/RUN-workflow.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-accepted-plan-importer/scripts/import_plan.py,project-authored-source-or-test,Project-authored source or test committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-em-tracker/SKILL.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-em-tracker/agents/openai.yaml,project-authored-configuration,Project-authored configuration committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-em-tracker/assets/output-template.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-em-tracker/assets/tracker-example.yaml,project-authored-configuration,Project-authored configuration committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-em-tracker/examples/EX-synthetic.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-em-tracker/references/RUN-workflow.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-em-tracker/scripts/tracker.py,project-authored-source-or-test,Project-authored source or test committed in the fresh public history.,"nominative product, service, or package references",Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-habits/SKILL.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-habits/agents/openai.yaml,project-authored-configuration,Project-authored configuration committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-habits/assets/output-template.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-habits/examples/EX-synthetic.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-habits/references/RUN-pmm-habits-workflow.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-launch-scaffolder/SKILL.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-launch-scaffolder/agents/openai.yaml,project-authored-configuration,Project-authored configuration committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-launch-scaffolder/assets/output-template.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-launch-scaffolder/examples/EX-synthetic.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-launch-scaffolder/references/RUN-workflow.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-plan-auditor/SKILL.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-plan-auditor/agents/openai.yaml,project-authored-configuration,Project-authored configuration committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-plan-auditor/assets/output-template.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-plan-auditor/examples/EX-synthetic.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-plan-auditor/references/RUN-workflow.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-plan-auditor/scripts/audit_plans.py,project-authored-source-or-test,Project-authored source or test committed in the fresh public history.,"nominative product, service, or package references",Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-plan-scaffolder/SKILL.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-plan-scaffolder/agents/openai.yaml,project-authored-configuration,Project-authored configuration committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-plan-scaffolder/assets/output-template.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-plan-scaffolder/examples/EX-synthetic.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-plan-scaffolder/references/RUN-workflow.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-plan-scaffolder/scripts/scaffold_plan.py,project-authored-source-or-test,Project-authored source or test committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-weekly-impact/SKILL.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-weekly-impact/agents/openai.yaml,project-authored-configuration,Project-authored configuration committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-weekly-impact/assets/output-template.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-weekly-impact/examples/EX-synthetic.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pmm-weekly-impact/references/RUN-workflow.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pre-read-sharpener/SKILL.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pre-read-sharpener/agents/openai.yaml,project-authored-configuration,Project-authored configuration committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pre-read-sharpener/assets/output-template.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pre-read-sharpener/examples/EX-synthetic.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/pre-read-sharpener/references/RUN-pre-read-sharpener-workflow.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/product-page-copywriter/SKILL.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/product-page-copywriter/agents/openai.yaml,project-authored-configuration,Project-authored configuration committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/product-page-copywriter/assets/output-template.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/product-page-copywriter/examples/EX-synthetic.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/product-page-copywriter/references/RUN-product-page-copywriter-workflow.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/sales-one-pager/SKILL.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/sales-one-pager/agents/openai.yaml,project-authored-configuration,Project-authored configuration committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/sales-one-pager/assets/output-template.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/sales-one-pager/examples/EX-synthetic.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/sales-one-pager/references/RUN-sales-one-pager-workflow.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/slack-monitor-scaffolder/SKILL.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,"nominative product, service, or package references",Repository copyright holder's original contribution under Apache-2.0.,include
skills/slack-monitor-scaffolder/agents/openai.yaml,project-authored-configuration,Project-authored configuration committed in the fresh public history.,"nominative product, service, or package references",Repository copyright holder's original contribution under Apache-2.0.,include
skills/slack-monitor-scaffolder/assets/config-template.yaml,project-authored-configuration,Project-authored configuration committed in the fresh public history.,"nominative product, service, or package references",Repository copyright holder's original contribution under Apache-2.0.,include
skills/slack-monitor-scaffolder/assets/output-template.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/slack-monitor-scaffolder/examples/EX-synthetic.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/slack-monitor-scaffolder/references/RUN-workflow.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,"nominative product, service, or package references",Repository copyright holder's original contribution under Apache-2.0.,include
skills/status-update/SKILL.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/status-update/agents/openai.yaml,project-authored-configuration,Project-authored configuration committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/status-update/assets/config-template.yaml,project-authored-configuration,Project-authored configuration committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/status-update/assets/output-template.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/status-update/examples/EX-synthetic.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/status-update/references/RUN-workflow.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/strategic-narrative-coach/SKILL.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/strategic-narrative-coach/agents/openai.yaml,project-authored-configuration,Project-authored configuration committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/strategic-narrative-coach/assets/output-template.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/strategic-narrative-coach/examples/EX-synthetic.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/strategic-narrative-coach/references/RUN-strategic-narrative-coach-workflow.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/weekly-summary-promoter/SKILL.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/weekly-summary-promoter/agents/openai.yaml,project-authored-configuration,Project-authored configuration committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/weekly-summary-promoter/assets/output-template.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/weekly-summary-promoter/examples/EX-synthetic.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
skills/weekly-summary-promoter/references/RUN-workflow.md,project-authored-documentation-or-template,Project-authored documentation or template committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
tests/fixtures/diffguard_lite/sample.js,project-authored-source-or-test,Project-authored source or test committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
tests/fixtures/diffguard_lite/sample_complex.py,project-authored-source-or-test,Project-authored source or test committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
tests/fixtures/diffguard_lite/sample_long_function.py,project-authored-source-or-test,Project-authored source or test committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
tests/fixtures/diffguard_lite/sample_ok.py,project-authored-source-or-test,Project-authored source or test committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
tests/test_comp_intel_foundation.py,project-authored-source-or-test,Project-authored source or test committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
tests/test_comp_intel_public_framework.py,project-authored-source-or-test,Project-authored source or test committed in the fresh public history.,"nominative product, service, or package references; external hyperlinks only",Repository copyright holder's original contribution under Apache-2.0.,include
tests/test_diffguard_lite.py,project-authored-source-or-test,Project-authored source or test committed in the fresh public history.,"nominative product, service, or package references",Repository copyright holder's original contribution under Apache-2.0.,include
tests/test_github_actions.py,project-authored-source-or-test,Project-authored source or test committed in the fresh public history.,none detected,Repository copyright holder's original contribution under Apache-2.0.,include
tests/test_github_security.py,project-authored-source-or-test,Project-authored source or test committed in the fresh public history.,"nominative product, service, or package references",Repository copyright holder's original contribution under Apache-2.0.,include
tests/test_governance_plugin.py,project-authored-source-or-test,Project-authored source or test committed in the fresh public history.,"nominative product, service, or package references; external hyperlinks only",Repository copyright holder's original contribution under Apache-2.0.,include
tests/test_instinct_review_plugin.py,project-authored-source-or-test,Project-authored source or test committed in the fresh public history.,"nominative product, service, or package references",Repository copyright holder's original contribution under Apache-2.0.,include
tests/test_marketing_brief.py,project-authored-source-or-test,Project-authored source or test committed in the fresh public history.,"nominative product, service, or package references; external hyperlinks only",Repository copyright holder's original contribution under Apache-2.0.,include
tests/test_skill_pack.py,project-authored-source-or-test,Project-authored source or test committed in the fresh public history.,"nominative product, service, or package references",Repository copyright holder's original contribution under Apache-2.0.,include
tests/test_skill_scripts.py,project-authored-source-or-test,Project-authored source or test committed in the fresh public history.,"nominative product, service, or package references",Repository copyright holder's original contribution under Apache-2.0.,include
